Région,AE,CAP,Cercle,Commune,NOM_ETABLISSEMENT,Localites,X,Y,CODE_ETABLISSEMENT,Localisation,CYCLE,STATUT,PRESENCE_RESTAURANT,PRESENCE_LATRINES,LATRINES_FILLES_SEPAREES,NOMBRE_LATRINES,EAU_POTABLE,GARCONS,FILLES,TOTAL,NBRE ENSEIGNANTS
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,KARANGANA,BERESSO PU,Beresso,-5.05250000,12.26366667,769019,,1er cycle,Public,0,0,,,5) pas de point d'eau,72,30,102,5
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,DANOU,BERIAN,Berian,-7.9347333333,11.42075,712090,,1er cycle,Public,0,1,0,6,2) forage fonctionnel,94,62,156,5
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,BESSINA,Bessina,-6.76986667,10.97386667,740148,,1er cycle,Communautaire,0,1,1,3,5) pas de point d'eau,31,19,50,2
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,OURIKELA,BESSO ,Besso,-4.98246667,12.09333333,769062,,1er cycle,Public,0,0,,,5) pas de point d'eau,70,34,104,2
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,DANDERESSO,BEZANSO,Bezanso,-5.27080000,11.53653333,761038,,1er cycle,Public,0,0,,,5) pas de point d'eau,96,47,143,4
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,KELEYA,BICKO,Biko,-7.63635000,11.89730000,712107,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,79,57,136,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,TAGANDOUGOU,BIDABA ECOM,Bidaba,-8.39291667,11.51361667,11053927,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,30,14,44,2
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KEBILA,BILABA,Bilaba,-7.02077000,11.38352000,740084,,1er cycle,Communautaire,0,1,0,1,4) puits tarrissable,18,11,29,2
SIKASSO,SIKASSO,KADIOLO,KADIOLO,LOULOUNI,BILASSO,Bilasso,-5.58198333,10.92760000,728067,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,110,93,203,5
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,BILLAL ISLAMYA,,,,744593,A localiser,1er cycle,Medersa,0,1,0,2,1) robinet ,85,97,182,4
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,DOGO,BINDIOUGOULA,Bindiougoula,-7.21415000,11.93418333,712034,,1er cycle,Public,0,1,0,6,2) forage fonctionnel,71,38,109,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,TAGANDOUGOU,BINKO 1er C,Binko,-8.24476667,11.63991667,767030,,1er cycle,Public,0,1,0,5,1) robinet ,213,141,354,6
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,TAGANDOUGOU,BINKO 2°C,Binko,-8.24476667,11.63991667,767174,,2ème cycle,Public,0,1,1,2,1) robinet ,262,168,430,7
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,DOGO,BIRALA SOUNSOUNKORO,Sounkoro,-7.38996667,12.00026667,998015,,1er cycle,Public,0,0,,,5) pas de point d'eau,55,41,96,2
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,DANDERESSO,BIRAMABOUGOU ECOM,Biramadougou,-5.31180000,11.27313333,761045,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,37,45,82,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,COMMUNE DE BOUGOUNI,BIRILA   ECOM,Berila,-7.41468333,11.43856667,712127,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,49,35,84,3
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,DOMBA,BLA,Bla,-6.90175000,11.76776667,743051,,1er cycle,Public,0,1,0,3,4) puits tarrissable,94,100,194,5
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,DOMBA,BLA 2è C,Bla,-6.90175000,11.76776667,11051924,,2ème cycle,Public,0,0,,,5) pas de point d'eau,20,14,34,3
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,BLADIE-TIEMALA,BLADIE   PC,Bladie Tiemala,-7.32530000,10.92663333,743006,,1er cycle,Public,0,0,,,3) puits non tarrissable,196,88,284,5
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,BLADIE-TIEMALA,BLADIE TIEMALA 2è Cycle,Bladie Tiemala,-7.32530000,10.92663333,939778,,2ème cycle,Public,0,1,1,3,5) pas de point d'eau,96,26,122,3
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,DEFINA,BLADIE ZANA,Bladie Zana,-7.16715000,11.07810000,743117,,1er cycle,Communautaire,0,0,,,2) forage fonctionnel,53,14,67,4
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,N'GOLODIANA,BLADIENI,Bladieni,-7.00575000,10.88815000,998320,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,21,12,33,2
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,BLAKALA,Blakala,-6.86633333,10.99016667,740132,,1er cycle,Communautaire,0,1,0,4,5) pas de point d'eau,46,29,75,3
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,DOMBA,BLE   ECOM,,,,939808,A localiser,1er cycle,Communautaire,0,0,,,3) puits non tarrissable,54,60,114,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,DOGO,BLEMBALA,Blembala,-7.38553333,11.98320000,998016,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,45,51,96,3
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KADIANA,BLENDIO [1er C],Blindio,-6.46411667,10.85108333,740012,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,90,59,149,3
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KADIANA,BLENDIO [2ème C],Blindio,-6.46411667,10.85108333,11040316,,2ème cycle,Public,0,1,1,6,5) pas de point d'eau,112,82,194,4
SIKASSO,SIKASSO,NIENA,SIKASSO,BLENDIO,BLENDIO 1er C,Blendio,-6.34650000,11.61438333,753007,,1er cycle,Public,0,1,0,4,5) pas de point d'eau,260,190,450,8
SIKASSO,SIKASSO,NIENA,SIKASSO,BLENDIO,BLENDIO 2è C,Blendio,-6.34650000,11.61438333,753094,,2ème cycle,Public,0,1,0,3,1) robinet ,227,128,355,11
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,TELLA,BLENDIONI ,Blendioni,-6.21223333,11.86073333,761066,,1er cycle,Public,0,0,,,5) pas de point d'eau,27,27,54,3
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,SINKOLO,BLENDO,Blendo,-5.49553333,12.05908333,744161,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,27,26,53,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,ZANFIGUE,BOBOLA ZANGASSO 2eC,Bobola Zangasso,-4.99325000,12.53736667,940352,,2ème cycle,Public,0,1,0,6,2) forage fonctionnel,192,117,309,7
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,ZANFIGUE,BOBOLA-ZANGASSO 1ER C,Bobola Zangasso,-4.99325000,12.53736667,744047,,1er cycle,Public,0,0,,,2) forage fonctionnel,340,246,586,5
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,TIEMALA BANIMONOTIE,BOGO ECOM,Bogo,-7.53525000,11.10986667,712152,,1er cycle,Communautaire,0,1,0,1,5) pas de point d'eau,18,10,28,2
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,N'GOLODIANA,BOGODOUGOU,Bogodougou,-7.10305000,11.06941667,740178,,1er cycle,Communautaire,0,1,0,2,5) pas de point d'eau,109,51,160,3
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,WASSOULOU BALLE,BOGOTAFARA PU,Bogotafara,-8.30290000,11.04331667,767118,,1er cycle,Communautaire,0,1,0,2,5) pas de point d'eau,121,92,213,5
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KEBILA,BOHI 1er C PUB,Bohi,-7.08070000,11.32353333,998402,,1er cycle,Public,0,1,0,3,4) puits tarrissable,178,102,280,4
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KEBILA,BOHI 2è C,Bohi,-7.08070000,11.32353333,740787,,2ème cycle,Public,0,1,1,2,2) forage fonctionnel,91,35,126,5
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,KELEYA,BOKORO ECOM,Bokoro,-7.60815000,11.82303333,712108,,1er cycle,Communautaire,0,1,0,3,5) pas de point d'eau,65,43,108,3
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,DANDERESSO,BOLIBANA ECOM,Bolibana,-5.42468333,11.75150000,968321,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,39,31,70,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,DJIGUIYA DE KOLONI,BOLOKORO ECOM,Bolokoro,-7.75368333,11.16790000,767064,,1er cycle,Communautaire,0,1,0,3,5) pas de point d'eau,79,57,136,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,DJIGUIYA DE KOLONI,BOLOKORO MEDERSA,Bolokoro,-7.75368333,11.16790000,1048130,,1er cycle,Medersa,0,0,,,5) pas de point d'eau,27,22,49,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,ZANFIGUE,BOMBALA,Bombala,-4.99900000,12.46866667,1000004,,1er cycle,Public,0,0,,,5) pas de point d'eau,33,24,57,2
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,TIEMALA BANIMONOTIE,BOMBALA ECOM,Bombala,-7.40611667,11.17005000,712313,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,31,18,49,3
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,KOROMO,BONGOSSO 1er C,Bongosso,-5.18803333,12.67095000,951992,,1er cycle,Public,0,1,0,2,5) pas de point d'eau,220,156,376,7
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,KOROMO,BONGOSSO 2e C,Bongosso,-5.18803333,12.67095000,951993,,2ème cycle,Public,0,1,0,6,5) pas de point d'eau,109,79,188,4
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,KOUMANTOU,BONTOLA,Boutola,-6.72085000,11.58086667,743153,,1er cycle,Communautaire,0,1,1,2,5) pas de point d'eau,41,26,67,3
SIKASSO,SIKASSO,KADIOLO,KADIOLO,LOULOUNI,BORIONI,Borioni,-5.72495000,10.71145000,967411,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,31,49,80,3
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,DOUMANABA,BORO,Boro,-6.00720000,11.71015000,961027,,1er cycle,Public,0,0,,,5) pas de point d'eau,120,107,227,5
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,KELEYA,BORO FADIALA DE SAGALA,Sagala,-7.74030000,11.67091667,940086,,1er cycle,Public,0,1,0,3,4) puits tarrissable,75,45,120,3
SIKASSO,SIKASSO,KADIOLO,KADIOLO,KADIOLO,BOROKOBA,Borokoba,-5.75783333,10.68861667,728039,,1er cycle,Communautaire,0,1,0,3,5) pas de point d'eau,101,47,148,3
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,BOROMBA,Boromba,-6.66833333,11.18626667,740110,,1er cycle,Communautaire,0,1,0,2,5) pas de point d'eau,43,52,95,3
SIKASSO,SIKASSO,NIENA,SIKASSO,NIENA,BOUASSA,Bouassa,-6.34840000,11.37696667,753066,,1er cycle,Public,0,0,,,5) pas de point d'eau,119,89,208,5
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,DIOURADOUGOU KAFO,BOUBA,Bouba,-5.79469000,12.24352000,961426,,1er cycle,Public,0,0,,,3) puits non tarrissable,34,25,59,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,DIOURADOUGOU KAFO,BOUGORO,Bougoro,-5.43391667,11.92985000,744068,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,43,32,75,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,BOUGORO MANDJOU,Bougoro,-5.52970000,12.40418333,744023,,1er cycle,Privé laïc,0,0,,,2) forage fonctionnel,18,12,30,3
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,BOUGORO PU,Bougoro,-5.52970000,12.40418333,1048623,,1er cycle,Public,0,1,1,6,5) pas de point d'eau,103,70,173,2
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,YALLANKORO SOLOBA,BOUGOUDALE 1ER CYCLE,Bougoudale,-8.45376667,11.26035000,767046,,1er cycle,Public,0,0,,,2) forage fonctionnel,172,62,234,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,YALLANKORO SOLOBA,BOUGOUDALE 2 E CYCLE ,Bougoudale,-8.45376667,11.26035000,1048139,,2ème cycle,Public,0,0,,,5) pas de point d'eau,103,34,137,4
SIKASSO,KOUTIALA,M'PESSOBA,KOUTIALA,KAFO FABOLI,BOUGOULA,Bougoula,-5.99725000,12.69303333,750016,,1er cycle,Public,0,1,0,2,5) pas de point d'eau,97,44,141,3
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,ZANTIEBOUGOU,BOUGOULA,Bougoula,-7.18528333,11.41275000,11051926,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,99,103,202,4
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,BOUGOULA,BOUGOULA ,Bougoula,-6.91658333,10.77593333,740019,,1er cycle,Public,0,1,0,2,2) forage fonctionnel,162,96,258,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,SIDO,BOUGOULA  ,Bougoula,-7.84220000,11.54223333,712311,,1er cycle,Public,0,0,,,5) pas de point d'eau,38,27,65,2
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,TIEMALA BANIMONOTIE,BOUGOULA - TIEMALA,Bombala,-7.40611667,11.17005000,940081,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,82,32,114,2
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,BOUGOULA,BOUGOULA 2°C,Bougoula,-6.91658333,10.77593333,11011653,,2ème cycle,Public,0,0,,,1) robinet ,116,37,153,5
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,BOUGOULA HAMEAU,Bougala Hameau,-5.77238000,11.34480000,760029,,1er cycle,Public,0,1,0,4,1) robinet ,534,437,971,12
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,BOUGOULA HAMEAU,Bougala Hameau,-5.77238000,11.34480000,11052929,,2ème cycle,Public,0,1,0,6,5) pas de point d'eau,237,111,348,7
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,MENA,BOUGOULA SIONDOUGOU,Bougoula,-6.65058333,11.36115000,740127,,1er cycle,Communautaire,0,1,0,1,5) pas de point d'eau,27,15,42,3
SIKASSO,SIKASSO,NIENA,SIKASSO,WATENI,BOUGOULABA,Bougoulaba,-6.50858333,11.55403333,753073,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,120,59,179,6
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,YININDOUGOU,BOUGOULABA,Bougoulaba,-7.74533333,10.48510000,743042,,1er cycle,Communautaire,0,0,,,4) puits tarrissable,40,34,74,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,SIDO,BOUGOULAFARA   ,Bougoulafra,-7.60015000,11.71035000,712068,,1er cycle,Public,0,0,,,5) pas de point d'eau,50,34,84,2
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,ZANTIEBOUGOU,BOUGOULA-MAMISSA,Mamissa,-7.24078333,11.48670000,743077,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,17,24,41,3
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,KIGNAN,BOUKARILA,Boukarila,-6.11683333,12.00016667,761008,,1er cycle,Public,0,1,0,13,5) pas de point d'eau,154,91,245,4
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,KOUMANTOU,BOUMOU ,M'Boumou,-6.78536667,11.47890000,743152,,1er cycle,Public,0,1,0,2,5) pas de point d'eau,124,86,210,4
SIKASSO,SIKASSO,SIKASSO II,SIKASSO,NONGO - SOUALA,BOUNA,Bouna,-5.45406667,11.70433333,1047618,,1er cycle,Communautaire,0,1,0,1,5) pas de point d'eau,26,21,47,2
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,ZANTIEBOUGOU,BOUNDIO,Boundio,-7.29013333,11.41151667,743078,,1er cycle,Communautaire,0,0,,,3) puits non tarrissable,24,23,47,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,TIEMALA BANIMONOTIE,BOUNDIO ECOM,Bombala,-7.40611667,11.17005000,998046,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,31,15,46,1
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,BOUNDIOBA,Boundioba,-6.98351667,11.04121667,998399,,1er cycle,Public,0,1,0,4,5) pas de point d'eau,170,93,263,4
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,BOUNDIOBA ECOM,Boundioba,-6.98351667,11.04121667,740131,,1er cycle,Communautaire,0,1,0,2,5) pas de point d'eau,57,28,85,2
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,WASSOULOU BALLE,BOUNOUKO 1er C Public,Bounounko,-8.03145000,11.18990000,1048134,,1er cycle,Public,0,1,0,3,5) pas de point d'eau,162,129,291,6
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,WASSOULOU BALLE,BOUNOUKOBOUGOU 1ER C,,,,11014479,A localiser,1er cycle,Public,0,1,0,2,5) pas de point d'eau,114,97,211,3
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,WASSOULOU BALLE,BOUNOUNKO ECOM,Bounounko,-8.03145000,11.18990000,767119,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,68,67,135,3
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,BOURA,BOURA 1er C B,Boura,-4.54431667,12.41695000,769001,,1er cycle,Public,0,0,,,5) pas de point d'eau,210,185,395,8
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,BOURA,BOURA 1erc A,Boura,-4.54431667,12.41695000,940412,,1er cycle,Public,0,0,,,4) puits tarrissable,209,163,372,8
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,BOURA,BOURA 2°C,Boura,-4.54431667,12.41695000,769023,,2ème cycle,Public,0,1,0,12,3) puits non tarrissable,213,119,332,9
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,BOURAHANIDINE ISLAMIYA,,,,961432,A localiser,1er cycle,Medersa,0,0,,,5) pas de point d'eau,79,114,193,8
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,DJIGUIYA DE KOLONI,BOURAKALA  II    ECOM,Bourakala,-7.75885000,11.03066667,767065,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,43,27,70,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,OUROUN,BOUROUKOULA,Bourougoula,-7.81461667,11.70213333,712135,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,58,37,95,3
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,MENA,BOUSSALA,Boussala,-6.74830000,11.25443333,998328,,1er cycle,Communautaire,0,1,1,4,5) pas de point d'eau,32,53,85,3
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,KOLOKOBA,BOWARA,Bowara,-6.02298333,11.12653333,760169,,1er cycle,Public,0,1,0,6,5) pas de point d'eau,161,122,283,6
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,CAMP TIEBA,Sikasso,-5.676106,11.319754,760109,,1er cycle,Public,0,1,0,6,1) robinet ,309,311,620,9
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,CAMP TIEBA B,Sikasso,-5.676106,11.319754,11052951,,1er cycle,Public,0,1,0,9,1) robinet ,248,232,480,9
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,CAMP-TIEBA 2è C,Sikasso,-5.676106,11.319754,961107,,2ème cycle,Public,0,1,1,6,1) robinet ,281,264,545,10
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,BAYA,CARRIERE ECOM,Carriere,-8.19206667,11.62120000,767049,,1er cycle,Communautaire,0,1,0,3,5) pas de point d'eau,6,14,20,1
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,BAYA,CARRIERE PUBLIC,Carriere,-8.19206667,11.62120000,967048,,1er cycle,Public,0,1,1,6,5) pas de point d'eau,139,104,243,4
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,DOGO,CHAMBALE KEÏTA DE DIRAN,Diran Tabakoro,-7.35070000,11.70420000,950358,,1er cycle,Public,0,1,0,1,2) forage fonctionnel,64,37,101,4
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,SYEN TOULA,CHAMBOUGOU LINGUEKORO,Sienbougou Linguekoro,-7.97041667,11.59728333,712086,,1er cycle,Communautaire,0,1,0,3,5) pas de point d'eau,82,58,140,4
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,TAGANDOUGOU,CHANCHOUDINE BINKO,Binko,-8.24476667,11.63991667,1048123,,1er cycle,Medersa,0,0,,,5) pas de point d'eau,25,9,34,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,COMMUNE DE BOUGOUNI,CHEICK AHAMED BABA [1er Cycle],,,,998012,A localiser,1er cycle,Medersa,0,0,,,5) pas de point d'eau,67,48,115,6
SIKASSO,SIKASSO,KADIOLO,KADIOLO,FOUROU,CHEICK MODIBO DIARRA,,,,11050959,A localiser,1er cycle,Privé laïc,0,0,,,5) pas de point d'eau,32,16,48,5
SIKASSO,BOUGOUNI,KOUMANTOU,BOUGOUNI,SANSO,CHEICK MODIBO DIARRA,,,,951167,A localiser,1er cycle,Privé laïc,0,0,,,5) pas de point d'eau,122,93,215,8
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,CHEICK SIDI KHALIL ISLAMIA [1er C],,,,940221,A localiser,1er cycle,Medersa,0,1,1,4,1) robinet ,20,35,55,5
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,KAPALA,CHICOLOMBA [1er C],,,,744105,A localiser,1er cycle,Public,0,0,,,1) robinet ,197,125,322,6
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,KAPALA,CHICOLOMBA [2ème C],,,,11040352,A localiser,2ème cycle,Public,0,0,,,2) forage fonctionnel,127,74,201,5
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,SINKOLO,CHIOU,Siou,-5.53813333,12.11640000,744597,,1er cycle,Communautaire,0,1,0,1,5) pas de point d'eau,36,44,80,2
SIKASSO,BOUGOUNI,KOLONDIEBA,KOLONDIEBA,KOLONDIEBA,CHOKORO,Shokoro,-6.58031667,11.20173333,939901,,1er cycle,Communautaire,0,1,0,1,5) pas de point d'eau,23,15,38,2
SIKASSO,SIKASSO,KADIOLO,KADIOLO,MISSENI,CISSIME,Cisseme,-5.97221667,10.33858333,728086,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,23,23,46,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,COMMUNE DE BOUGOUNI,COLLEGE MICHELLE ALLAIRE BOUGOUNI,,,,998011,A localiser,1er cycle,Privé laïc,0,1,0,2,2) forage fonctionnel,81,56,137,6
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,SINCINA,COLLEGE MODERNE SINCINA [1er C],Sincina,-5.44173333,12.35195000,744155,,1er cycle,Privé laïc,0,1,0,10,2) forage fonctionnel,241,192,433,9
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,SINCINA,COLLEGE MODERNE SINCINA [2ème C],Sincina,-5.44173333,12.35195000,11040354,,2ème cycle,Privé laïc,0,1,0,10,2) forage fonctionnel,97,95,192,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,COLLEGE SAMUEL [1er C],,,,744016,A localiser,1er cycle,Privé confessionnel,0,1,1,8,1) robinet ,160,120,280,10
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,COLLEGE SAMUEL [2ème C],,,,11040338,A localiser,2ème cycle,Privé confessionnel,0,1,1,8,1) robinet ,85,61,146,3
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,COMMUNE DE SIKASSO,COMPLEXE SCOLAIRE ABBE PIERRE KANOUTE,,,,951227,A localiser,1er cycle,Privé laïc,0,1,0,3,1) robinet ,88,83,171,8
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,COMPLEXE SCOLAIRE LAFIA KOUTIALA,,,,11014956,A localiser,1er cycle,Privé laïc,0,1,1,6,1) robinet ,19,25,44,2
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,KABOILA,COULIBALYBOUGOU  ,Coulibalibougou,-5.64361667,11.17628333,999317,,1er cycle,Public,0,0,,,5) pas de point d'eau,20,28,48,3
SIKASSO,BOUGOUNI,BOUGOUNI,BOUGOUNI,COMMUNE DE BOUGOUNI,COURS ''BATOU'',,,,998007,A localiser,1er cycle,Privé laïc,0,1,0,2,1) robinet ,7,6,13,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,DA AWATOUL ISLAMYA [1er C],,,,744080,A localiser,1er cycle,Medersa,0,1,0,10,2) forage fonctionnel,114,42,156,5
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,COMMUNE DE KOUTIALA,DA AWATOUL ISLAMYA [2ème C],,,,11040345,A localiser,2ème cycle,Medersa,0,1,0,10,2) forage fonctionnel,40,9,49,5
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,GOUANIAKA,DABARAN 1er C,Dabaran,-8.10498333,10.69811667,767073,,1er cycle,Public,0,1,0,3,4) puits tarrissable,76,45,121,2
SIKASSO,KOUTIALA,KOUTIALA,KOUTIALA,SONGO DOUBAKORE,DABONI,Daboni,-5.28908333,12.58535000,744038,,1er cycle,Public,0,1,0,3,2) forage fonctionnel,80,66,146,4
SIKASSO,KOUTIALA,YOROSSO,YOROSSO,KOUMBIA,DABOULO 1erCycle,Daboulo,-4.50160000,12.72563333,940439,,1er cycle,Public,0,0,,,2) forage fonctionnel,86,55,141,6
SIKASSO,BOUGOUNI,YANFOLILA,YANFOLILA,GOUANIAKA,DADJOUGOUBALA ECOM,Dadiougoubala,-8.20246667,10.67590000,767080,,1er cycle,Communautaire,0,0,,,5) pas de point d'eau,68,37,105,4
SIKASSO,SIKASSO,SIKASSO I,SIKASSO,KABOILA,DADOUMANBOUGOU,Dadoumabougou,-5.60661667,11.10251667,760150,,1er cycle,Public,0,1,0,1,5) pas de point d'eau,47,45,92,4
